"","oil","gas_total","period","well_name"
"6688",15216.284,362050.025867016,1986-09-01,"FIELD93A"
"6689",18296.622,443729.063722549,1986-08-01,"FIELD93A"
"6690",18618.417,417438.740573752,1986-07-01,"FIELD93A"
"6691",18953.054,450870.034412966,1986-06-01,"FIELD93A"
"6692",17853.293,431296.807077951,1986-05-01,"FIELD93A"
"6693",18764.78,449593.369384366,1986-04-01,"FIELD93A"
"6694",18749.285,441925.846931571,1986-03-01,"FIELD93A"
"6695",18402.607,410196.480523076,1986-02-01,"FIELD93A"
"6696",18247.927,407538.74625249,1986-01-01,"FIELD93A"
"6697",19658.263,437461.327947336,1985-12-01,"FIELD93A"
"6698",19159.779,419390.02615556,1985-11-01,"FIELD93A"
"6699",18778.096,417583.921046229,1985-10-01,"FIELD93A"
"6700",21385.53,438393.376952912,1985-09-01,"FIELD93A"
"6701",19979.042,444700.048392189,1985-08-01,"FIELD93A"
"6702",18968.414,421348.419265863,1985-07-01,"FIELD93A"
"6703",19758.987,440190.052552328,1985-06-01,"FIELD93A"
"6704",20133.244,447396.803277378,1985-05-01,"FIELD93A"
"6705",20032.384,445890.035553371,1985-04-01,"FIELD93A"
"6706",16594.521,369361.322389684,1985-03-01,"FIELD93A"
"6707",11985.439,266742.882618458,1985-02-01,"FIELD93A"
"6708",18684.764,415806.500902496,1985-01-01,"FIELD93A"
"6709",14955.115,332738.748256398,1984-12-01,"FIELD93A"
"6710",14709.326,329380.030448428,1984-11-01,"FIELD93A"
"6711",19802.725,434583.91158089,1984-10-01,"FIELD93A"
"6712",21370.224,478710.053625204,1984-09-01,"FIELD93A"
"6713",21618.245,481674.232809608,1984-08-01,"FIELD93A"
"6714",21347.175,475135.533129356,1984-07-01,"FIELD93A"
"6715",19465.044,434496.695693387,1984-06-01,"FIELD93A"
"6716",20570.689,423264.563641051,1984-05-01,"FIELD93A"
"6717",14859.233,288723.353399106,1984-04-01,"FIELD93A"
"6718",8082.393,169625.811486279,1984-03-01,"FIELD93A"
"6719",5738.732,120429.056673276,1984-01-01,"FIELD93A"
"6720",16310.263,340716.170278297,1983-12-01,"FIELD93A"
"6721",22767.399,479613.389348335,1983-11-01,"FIELD93A"
"6722",23657.561,507780.694673483,1983-10-01,"FIELD93A"
"6723",22682.906,477240.041168073,1983-09-01,"FIELD93A"
"6724",21717.259,458312.947638594,1983-08-01,"FIELD93A"
"6725",24483.351,513838.744199682,1983-07-01,"FIELD93A"
"6726",24836.743,517963.376074273,1983-06-01,"FIELD93A"
"6727",24436.685,508919.400025487,1983-05-01,"FIELD93A"
"6728",24238.373,502290.058119294,1983-04-01,"FIELD93A"
"6729",9365.715,196416.153512198,1983-03-01,"FIELD93A"
"6730",17588.303,353578.616456321,1983-02-01,"FIELD93A"
"6731",24970.506,516090.358256445,1983-01-01,"FIELD93A"
"6732",27249.848,561280.704029379,1982-12-01,"FIELD93A"
"6733",27185.774,561866.721169601,1982-11-01,"FIELD93A"
"6734",27197.095,562093.595744496,1982-10-01,"FIELD93A"
"6735",25399.47,526410.036561047,1982-09-01,"FIELD93A"
"6736",25637.833,529835.525493281,1982-08-01,"FIELD93A"
"6737",25643.717,530000.046371981,1982-07-01,"FIELD93A"
"6738",27400.256,566293.380529941,1982-06-01,"FIELD93A"
"6739",26327.885,538800.04447053,1982-05-01,"FIELD93A"
"6740",25572.859,521550.044497309,1982-04-01,"FIELD93A"
"6741",20957.816,433396.81273806,1982-03-01,"FIELD93A"
"6742",23369.303,481607.178516878,1982-02-01,"FIELD93A"
"6743",19056.065,393867.769153725,1982-01-01,"FIELD93A"
"6744",8395.666,179441.959624782,1981-12-01,"FIELD93A"
"6745",30123.529,663596.719879003,1981-11-01,"FIELD93A"
"6746",28614.329,628029.089865502,1981-10-01,"FIELD93A"
"6747",29147.143,650170.060532633,1981-09-01,"FIELD93A"
"6748",27745.119,755632.332890247,1981-08-01,"FIELD93A"
"6749",27446.05,780896.849954402,1981-07-01,"FIELD93A"
"6750",25783.777,760956.749554941,1981-06-01,"FIELD93A"
"6751",24579.727,789925.874708188,1981-05-01,"FIELD93A"
"6752",27292.491,932406.760615523,1981-04-01,"FIELD93A"
"6753",22771.511,745148.445192258,1981-03-01,"FIELD93A"
"6754",1849.201,78639.8190276603,2009-06-01,"FIELD93B"
"6755",1849.208,77715.4722043576,2009-05-01,"FIELD93B"
"6756",1846.629,60150.4756296468,2009-04-01,"FIELD93B"
"6757",1853.824,56258.8064519685,2009-03-01,"FIELD93B"
"6758",1855.491,45026.5044985528,2009-02-01,"FIELD93B"
"6759",1793.967,39659.0745438858,2009-01-01,"FIELD93B"
"6760",1726.281,38415.9083448038,2008-12-01,"FIELD93B"
"6761",1663.679,33385.3072803487,2008-11-01,"FIELD93B"
"6762",1782.188,37242.0617861791,2008-10-01,"FIELD93B"
"6763",1817.752,41129.0870010163,2008-09-01,"FIELD93B"
"6764",1809.929,43697.6515216835,2008-08-01,"FIELD93B"
"6765",1883.777,31341.6238281108,2008-07-01,"FIELD93B"
"6766",2346.698,45228.6867832197,2008-06-01,"FIELD93B"
"6767",2606.831,56854.1964684119,2008-05-01,"FIELD93B"
"6768",2398.135,22292.7772817111,2008-04-01,"FIELD93B"
"6769",4149.148,74871.9794201288,2008-03-01,"FIELD93B"
"6770",4202.605,59842.4166555725,2008-02-01,"FIELD93B"
"6771",4218.438,55511.4116030193,2008-01-01,"FIELD93B"
"6772",2889.868,60704.3531489864,2007-09-01,"FIELD93B"
"6773",2191.173,49942.0258984581,2007-08-01,"FIELD93B"
"6774",2174.149,43850.166057428,2007-07-01,"FIELD93B"
"6775",1989.294,47961.3191130409,2007-06-01,"FIELD93B"
"6776",2010.832,55248.1215634068,2007-05-01,"FIELD93B"
"6777",2203.599,86693.6965353569,2007-04-01,"FIELD93B"
"6778",3392.979,64168.9759632108,2007-03-01,"FIELD93B"
"6779",3546.588,76808.7101427886,2007-02-01,"FIELD93B"
"6780",0,0,2018-09-01,"FIELD93B"
"6781",1685.931,28828.5320099174,2018-08-01,"FIELD93B"
"6782",1871.163,32212.8199303603,2018-07-01,"FIELD93B"
"6783",1243.758,23611.464510654,2018-06-01,"FIELD93B"
"6784",7.296,255.899342651904,2017-09-01,"FIELD93B"
"6785",1312.396,20225.9023321144,2015-03-01,"FIELD93B"
"6786",469.117,19294.7028319365,2015-02-01,"FIELD93B"
"6787",363.973,13458.5157987855,2015-01-01,"FIELD93B"
"6788",565.011,15999.01832448,2014-12-01,"FIELD93B"
"6789",329.432,10174.8659511306,2014-11-01,"FIELD93B"
"6790",334.279,9238.42783433319,2014-10-01,"FIELD93B"
"6791",576.432,11227.8845253473,2014-09-01,"FIELD93B"
"6792",377.013,12031.4599979351,2014-08-01,"FIELD93B"
"6793",619.674,8632.13583195187,2014-07-01,"FIELD93B"
"6794",706.947,21468.4172437248,2014-06-01,"FIELD93B"
"6795",718.545,17396.5962880282,2014-05-01,"FIELD93B"
"6796",660.307,24550.6210447242,2014-04-01,"FIELD93B"
"6797",652.105,23281.8280994765,2014-03-01,"FIELD93B"
"6798",712.198,29366.0707087734,2014-02-01,"FIELD93B"
"6799",1021.237,36133.3156578693,2014-01-01,"FIELD93B"
"6800",1115.334,24467.2279315108,2013-12-01,"FIELD93B"
"6801",928.574,25143.83066398,2013-11-01,"FIELD93B"
"6802",1083.736,26579.041716649,2013-10-01,"FIELD93B"
"6803",754.049,19649.6261871206,2013-08-01,"FIELD93B"
"6804",1247.401,26807.728569726,2013-06-01,"FIELD93B"
"6805",4876.063,121363.342709732,1993-11-01,"FIELD93B"
"6806",3024.582,78774.2107815859,1993-08-01,"FIELD93B"
"6807",3032.698,75206.4580120735,1993-07-01,"FIELD93B"
"6808",207.339,8433.18166779648,2009-10-01,"FIELD93B"
"6809",359.431,15522.9554995753,2009-09-01,"FIELD93B"
"6810",1225.093,50705.2215478057,2009-08-01,"FIELD93B"
"6811",1849.202,79070.1501453189,2009-07-01,"FIELD93B"
"6812",149.745,3100.97787028992,2017-08-01,"FIELD93B"
"6813",1012.52,24036.5853285397,2016-04-01,"FIELD93B"
"6814",1342.318,43407.0923588029,2016-03-01,"FIELD93B"
"6815",14.784,365.42890526976,2015-05-01,"FIELD93B"
"6816",32.499,210.903873417216,2015-04-01,"FIELD93B"
"6817",1243.523,28681.5392592584,2013-09-01,"FIELD93B"
"6818",1477.752,35684.5219562327,2013-07-01,"FIELD93B"
"6819",899.505,25526.8443309834,2013-05-01,"FIELD93B"
"6820",1166.977,33320.9430880451,2013-04-01,"FIELD93B"
"6821",1284.453,36369.1100394409,2013-03-01,"FIELD93B"
"6822",1433.757,39164.3226002304,2013-02-01,"FIELD93B"
"6823",1404.854,37848.2971548672,2013-01-01,"FIELD93B"
"6824",1672.585,45266.1499712609,2012-12-01,"FIELD93B"
"6825",1796.221,45104.3191929876,2012-11-01,"FIELD93B"
"6826",1946.668,47318.21521009,2012-10-01,"FIELD93B"
"6827",1916.012,44616.4482430541,2012-09-01,"FIELD93B"
"6828",2115.315,32171.335750103,2012-08-01,"FIELD93B"
"6829",2238.288,33174.4883574712,2012-07-01,"FIELD93B"
"6830",2341.432,30705.7690378875,2012-06-01,"FIELD93B"
"6831",2313.2,35717.0013792737,2012-05-01,"FIELD93B"
"6832",2375.492,36579.5608433126,2012-04-01,"FIELD93B"
"6833",2240.76,35090.6610495053,2012-03-01,"FIELD93B"
"6834",1720.064,31025.6927706839,2012-02-01,"FIELD93B"
"6835",1621.712,28854.2720234696,2012-01-01,"FIELD93B"
"6836",1642.32,29271.2375895368,2011-12-01,"FIELD93B"
"6837",1643.022,29185.0127916641,2011-11-01,"FIELD93B"
"6838",1645.441,30067.1958303913,2011-10-01,"FIELD93B"
"6839",1688.459,52496.6868474486,2011-09-01,"FIELD93B"
"6840",863.456,26396.228155051,2011-08-01,"FIELD93B"
"6841",11.948,327.937400381952,2010-10-01,"FIELD93B"
"6842",4220.78,75301.8291513953,2007-12-01,"FIELD93B"
"6843",4171.215,60355.970985365,2007-11-01,"FIELD93B"
"6844",2686.301,54552.8013953403,2007-10-01,"FIELD93B"
"6845",3587.033,85560.1448494326,2007-01-01,"FIELD93B"
"6846",3602.218,78274.9564593224,2006-12-01,"FIELD93B"
"6847",4241.23,73147.2286110566,2006-11-01,"FIELD93B"
"6848",4147.075,86492.2504887014,2006-10-01,"FIELD93B"
"6849",4325.519,28312.0893617725,2006-09-01,"FIELD93B"
"6850",4419.74,107426.810223627,2006-08-01,"FIELD93B"
"6851",4352.767,101333.817708733,2006-07-01,"FIELD93B"
"6852",4052.655,94405.9312889211,2006-06-01,"FIELD93B"
"6853",3705.703,88148.1630437084,2006-05-01,"FIELD93B"
"6854",3697.793,88786.084963733,2006-04-01,"FIELD93B"
"6855",3692.113,95371.3092229356,2006-03-01,"FIELD93B"
"6856",3692.113,96141.0177469993,2006-02-01,"FIELD93B"
"6857",3692.113,97257.5793249685,2006-01-01,"FIELD93B"
"6858",3701.274,97936.9854252503,2005-12-01,"FIELD93B"
"6859",3807.786,46962.3857158149,2005-11-01,"FIELD93B"
"6860",3759.794,64777.9863828649,2005-10-01,"FIELD93B"
"6861",3655.259,54464.3678834335,2005-09-01,"FIELD93B"
"6862",3454.295,68319.9708219786,2005-08-01,"FIELD93B"
"6863",3178.965,77029.2983777403,2005-07-01,"FIELD93B"
"6864",4819.61,74563.8638123612,2005-06-01,"FIELD93B"
"6865",4863.303,94768.6700937646,2005-05-01,"FIELD93B"
"6866",4800.191,86786.5757921787,2005-04-01,"FIELD93B"
"6867",4643.953,83774.8526223467,2005-03-01,"FIELD93B"
"6868",4628.831,74275.853165674,2005-02-01,"FIELD93B"
"6869",4640.348,85710.2807700634,2005-01-01,"FIELD93B"
"6870",4644.948,84614.8718764984,2004-12-01,"FIELD93B"
"6871",4132.77,67116.0234554266,2004-11-01,"FIELD93B"
"6872",4025.73,75896.9643162194,2004-10-01,"FIELD93B"
"6873",4118.959,89265.6307607685,2004-09-01,"FIELD93B"
"6874",4525.37,100477.657852024,2004-08-01,"FIELD93B"
"6875",5114.617,104326.172155496,2004-07-01,"FIELD93B"
"6876",5515.9,111295.146319714,2004-06-01,"FIELD93B"
"6877",5227.783,119312.834897466,2004-05-01,"FIELD93B"
"6878",5377.549,111275.182942866,2004-04-01,"FIELD93B"
"6879",5415.956,115707.873791532,2004-03-01,"FIELD93B"
"6880",5752.445,133119.449691407,2004-02-01,"FIELD93B"
"6881",5624.353,123574.293774789,2004-01-01,"FIELD93B"
"6882",5625.627,102559.455779775,2003-12-01,"FIELD93B"
"6883",5553.369,102623.904922618,2003-11-01,"FIELD93B"
"6884",4863.152,91358.3873081503,2003-10-01,"FIELD93B"
"6885",4755.49,84536.1510429727,2003-09-01,"FIELD93B"
"6886",5383.213,121492.240995419,2003-08-01,"FIELD93B"
"6887",5508.122,111821.2166957,2003-07-01,"FIELD93B"
"6888",5661.602,101329.994934444,2003-06-01,"FIELD93B"
"6889",5514.669,112303.820712167,2003-05-01,"FIELD93B"
"6890",5715.866,118189.052523616,2003-04-01,"FIELD93B"
"6891",5800.666,104001.746044092,2003-03-01,"FIELD93B"
"6892",5587.927,104717.652559631,2003-02-01,"FIELD93B"
"6893",5515.7,103912.916096333,2003-01-01,"FIELD93B"
"6894",5475.934,105766.423606859,2002-12-01,"FIELD93B"
"6895",5393.76,114095.625813969,2002-11-01,"FIELD93B"
"6896",5529.053,113411.009413915,2002-10-01,"FIELD93B"
"6897",5411.967,112375.943720437,2002-09-01,"FIELD93B"
"6898",5189.747,103560.088187796,2002-08-01,"FIELD93B"
"6899",5182.179,98526.0891017503,2002-07-01,"FIELD93B"
"6900",5199.033,103298.044089434,2002-06-01,"FIELD93B"
"6901",5269.661,108046.269559674,2002-05-01,"FIELD93B"
"6902",4907.18,110455.863303574,2002-04-01,"FIELD93B"
"6903",4051.15,85883.1834353541,2002-03-01,"FIELD93B"
"6904",5717.727,111577.805082395,2002-02-01,"FIELD93B"
"6905",5360.539,108590.12291532,2002-01-01,"FIELD93B"
"6906",5271.236,98358.2551519995,2001-12-01,"FIELD93B"
"6907",5510.196,107360.039099363,2001-11-01,"FIELD93B"
"6908",5634.668,112646.312971698,2001-10-01,"FIELD93B"
"6909",5552.544,111062.6083755,2001-09-01,"FIELD93B"
"6910",5483.205,116571.990682133,2001-08-01,"FIELD93B"
"6911",5610.483,110761.005642449,2001-07-01,"FIELD93B"
"6912",5606.937,107441.421716469,2001-06-01,"FIELD93B"
"6913",5541.371,96384.7408456166,2001-05-01,"FIELD93B"
"6914",5541.422,97424.3938682419,2001-04-01,"FIELD93B"
"6915",5133.737,88432.4925003387,2001-03-01,"FIELD93B"
"6916",5221.183,86955.9105347989,2001-02-01,"FIELD93B"
"6917",5554.166,93427.1028527754,2001-01-01,"FIELD93B"
"6918",5610.365,93853.9793151498,2000-12-01,"FIELD93B"
"6919",5073.214,100921.241253888,2000-11-01,"FIELD93B"
"6920",5298.019,86747.3286428022,2000-10-01,"FIELD93B"
"6921",5367.633,90330.7123116334,2000-09-01,"FIELD93B"
"6922",6133.548,101139.677408499,2000-08-01,"FIELD93B"
"6923",6274.192,108834.497301409,2000-07-01,"FIELD93B"
"6924",5679.689,106206.495719745,2000-06-01,"FIELD93B"
"6925",5725.672,118060.324139009,2000-05-01,"FIELD93B"
"6926",5088.643,95710.7149461873,2000-04-01,"FIELD93B"
"6927",5745.053,103348.75956168,2000-03-01,"FIELD93B"
"6928",6121.596,120699.737409849,2000-02-01,"FIELD93B"
"6929",6275.04,115949.643027734,2000-01-01,"FIELD93B"
"6930",6437.227,121614.852941162,1999-12-01,"FIELD93B"
"6931",6665.384,130350.345263175,1999-11-01,"FIELD93B"
"6932",5861.101,110904.798589443,1999-10-01,"FIELD93B"
"6933",4941.717,100979.998710566,1999-09-01,"FIELD93B"
"6934",4501.984,97889.2998555894,1999-08-01,"FIELD93B"
"6935",6314.2,143086.753157018,1999-07-01,"FIELD93B"
"6936",5912.079,140681.123771641,1999-06-01,"FIELD93B"
"6937",6440.669,149797.817482476,1999-05-01,"FIELD93B"
"6938",6699.533,154529.336013226,1999-04-01,"FIELD93B"
"6939",6173.294,142140.375827067,1999-03-01,"FIELD93B"
"6940",6142.282,168345.776752934,1999-02-01,"FIELD93B"
"6941",6234.339,172839.207237539,1999-01-01,"FIELD93B"
"6942",6258.316,154570.338807091,1998-12-01,"FIELD93B"
"6943",6906.835,174885.014453272,1998-11-01,"FIELD93B"
"6944",6508.721,158427.433115081,1998-10-01,"FIELD93B"
"6945",7176.951,177223.363011146,1998-09-01,"FIELD93B"
"6946",6479.489,152551.291011388,1998-08-01,"FIELD93B"
"6947",6575.606,141281.639137318,1998-07-01,"FIELD93B"
"6948",6148.703,164431.680632755,1998-06-01,"FIELD93B"
"6949",5886.673,155940.336162059,1998-05-01,"FIELD93B"
"6950",5874.108,149545.68428042,1998-04-01,"FIELD93B"
"6951",6645.643,116925.8096803,1998-03-01,"FIELD93B"
"6952",6647.573,124689.666045201,1998-02-01,"FIELD93B"
"6953",6647.1,131368.392531851,1998-01-01,"FIELD93B"
"6954",6662.214,134771.935907976,1997-12-01,"FIELD93B"
"6955",6897.32,140667.021982039,1997-11-01,"FIELD93B"
"6956",6966.871,143264.21483461,1997-10-01,"FIELD93B"
"6957",6588.447,130540.691105967,1997-09-01,"FIELD93B"
"6958",7110.954,137375.811536344,1997-08-01,"FIELD93B"
"6959",7251.806,146075.822849576,1997-07-01,"FIELD93B"
"6960",7245.747,148051.007849908,1997-06-01,"FIELD93B"
"6961",7330.169,150152.910738739,1997-05-01,"FIELD93B"
"6962",7258.693,147817.67703399,1997-04-01,"FIELD93B"
"6963",7835.957,0,1997-03-01,"FIELD93B"
"6964",7989.124,164175.016735245,1997-02-01,"FIELD93B"
"6965",7946.435,165755.181725619,1997-01-01,"FIELD93B"
"6966",8004.08,152354.205759108,1996-12-01,"FIELD93B"
"6967",8194.407,177183.69110907,1996-11-01,"FIELD93B"
"6968",8506.963,193210.346675824,1996-10-01,"FIELD93B"
"6969",8284.718,186457.684902723,1996-09-01,"FIELD93B"
"6970",8633.315,203363.578556158,1996-08-01,"FIELD93B"
"6971",8901.862,202264.856591542,1996-07-01,"FIELD93B"
"6972",8902.208,201033.696735415,1996-06-01,"FIELD93B"
"6973",8604.42,193652.910671211,1996-05-01,"FIELD93B"
"6974",8559.732,190164.360121616,1996-04-01,"FIELD93B"
"6975",8563.252,0,1996-03-01,"FIELD93B"
"6976",8057.8,197026.211655176,1996-02-01,"FIELD93B"
"6977",8650.426,210988.087718981,1996-01-01,"FIELD93B"
"6978",9001.071,201936.805923774,1995-12-01,"FIELD93B"
"6979",8940.851,217667.352225715,1995-11-01,"FIELD93B"
"6980",6820.886,159773.559368371,1995-10-01,"FIELD93B"
"6981",8462.886,214518.009181446,1995-09-01,"FIELD93B"
"6982",8485.575,19989.9946831565,1995-08-01,"FIELD93B"
"6983",8453.597,209830.664931379,1995-07-01,"FIELD93B"
"6984",8458.482,202520.359498342,1995-06-01,"FIELD93B"
"6985",8680.924,204930.972648719,1995-05-01,"FIELD93B"
"6986",8762.714,217349.014236328,1995-04-01,"FIELD93B"
"6987",8762.703,217361.303747749,1995-03-01,"FIELD93B"
"6988",8807.816,218475.033641059,1995-02-01,"FIELD93B"
"6989",7924.215,196561.617153141,1995-01-01,"FIELD93B"
"6990",7710.28,191261.298124897,1994-12-01,"FIELD93B"
"6991",8054.089,199816.695302584,1994-11-01,"FIELD93B"
"6992",8130.885,201732.27334084,1994-10-01,"FIELD93B"
"6993",8223.914,204056.690010191,1994-09-01,"FIELD93B"
"6994",8252.218,204745.185818229,1994-08-01,"FIELD93B"
"6995",8319.174,206403.250453577,1994-07-01,"FIELD93B"
"6996",8292.263,205733.35881375,1994-06-01,"FIELD93B"
"6997",8279.609,205425.837859761,1994-05-01,"FIELD93B"
"6998",8238.799,204413.340693017,1994-04-01,"FIELD93B"
"6999",6645.478,164858.075708738,1994-03-01,"FIELD93B"
"7000",7906.728,196103.592159515,1994-02-01,"FIELD93B"
"7001",8169.436,202664.548881188,1994-01-01,"FIELD93B"
"7002",8208.392,202477.431158908,1993-12-01,"FIELD93B"
"7003",2662.817,66103.2431202171,1993-10-01,"FIELD93B"
"7004",3145.948,77966.6709504753,1993-09-01,"FIELD93B"
"7005",3608.249,89473.3348305208,1993-06-01,"FIELD93B"
"7006",5926.412,147045.165142114,1993-05-01,"FIELD93B"
"7007",6431.74,160426.687435016,1993-04-01,"FIELD93B"
"7008",6613.623,165064.53383724,1993-03-01,"FIELD93B"
"7009",6325.517,157757.145039401,1993-02-01,"FIELD93B"
"7010",2005.229,49970.9657156751,1993-01-01,"FIELD93B"
"7011",1899.52,75572.3116700421,2009-06-01,"FIELD93D"
"7012",1899.527,74684.0121924511,2009-05-01,"FIELD93D"
"7013",1976.216,60087.6122302126,2009-04-01,"FIELD93D"
"7014",2409.071,68529.2889519867,2009-03-01,"FIELD93D"
"7015",2578.818,91874.3202530565,2009-02-01,"FIELD93D"
"7016",2491.984,90738.2766846321,2009-01-01,"FIELD93D"
"7017",2402.883,83688.2313886218,2008-12-01,"FIELD93D"
"7018",2247.667,69813.2597270077,2008-11-01,"FIELD93D"
"7019",2084.358,53245.2993208013,2008-10-01,"FIELD93D"
"7020",2125.952,71901.2307273155,2008-09-01,"FIELD93D"
"7021",2114.631,58691.9598122327,2008-08-01,"FIELD93D"
"7022",2185.366,65038.7845399772,2008-07-01,"FIELD93D"
"7023",2381.1,52141.0838879462,2008-06-01,"FIELD93D"
"7024",2656.367,40867.0712195005,2008-05-01,"FIELD93D"
"7025",2694.071,51887.7330614876,2008-04-01,"FIELD93D"
"7026",2655.963,51653.8359086377,2008-03-01,"FIELD93D"
"7027",2634.998,115022.379569232,2008-02-01,"FIELD93D"
"7028",1673.572,66782.1395172603,2008-01-01,"FIELD93D"
"7029",1083.246,73440.2513395907,2007-12-01,"FIELD93D"
"7030",721.949,31419.4668393923,2007-11-01,"FIELD93D"
"7031",1972.473,36155.0063623588,2007-06-01,"FIELD93D"
"7032",2176.293,39097.5514759665,2007-05-01,"FIELD93D"
"7033",2292.25,45415.917772886,2007-04-01,"FIELD93D"
"7034",2334.118,40181.4354129685,2007-03-01,"FIELD93D"
"7035",2538.207,45372.819532373,2007-02-01,"FIELD93D"
"7036",2523.967,47449.9168635894,2007-01-01,"FIELD93D"
"7037",2447.725,46496.885074689,2006-12-01,"FIELD93D"
"7038",2453.211,47501.4535243868,2006-11-01,"FIELD93D"
"7039",2429.784,44122.0077847112,2006-10-01,"FIELD93D"
"7040",2149.814,67452.4275929395,2006-09-01,"FIELD93D"
"7041",2325.235,64625.4718471204,2006-08-01,"FIELD93D"
"7042",2450.653,59629.587236587,2006-07-01,"FIELD93D"
"7043",2625.972,72086.4512208737,2006-06-01,"FIELD93D"
"7044",2720.882,67062.8727343734,2006-05-01,"FIELD93D"
"7045",2714.966,67508.9197018906,2006-04-01,"FIELD93D"
"7046",2710.904,71964.2357109826,2006-03-01,"FIELD93D"
"7047",2710.904,72545.0142345846,2006-02-01,"FIELD93D"
"7048",2710.904,73387.0439848443,2006-01-01,"FIELD93D"
"7049",2823.978,77486.0774301158,2005-12-01,"FIELD93D"
"7050",0,0,2018-09-01,"FIELD93D"
"7051",2867.851,53333.3647137024,2005-11-01,"FIELD93D"
"7052",924.452,31987.0213956357,2018-08-01,"FIELD93D"
"7053",2931.505,46655.8275346099,2005-10-01,"FIELD93D"
"7054",851.087,38277.8920345144,2018-07-01,"FIELD93D"
"7055",2963.995,44328.777398526,2005-09-01,"FIELD93D"
"7056",3010.854,64325.9645607168,2005-08-01,"FIELD93D"
"7057",928.14,37098.8068592701,2018-06-01,"FIELD93D"
"7058",3300.063,72156.7619509617,2005-07-01,"FIELD93D"
"7059",928.201,36424.9508609203,2018-05-01,"FIELD93D"
"7060",3949.917,74851.0249536507,2005-06-01,"FIELD93D"
"7061",1042.952,32544.9482240379,2018-04-01,"FIELD93D"
"7062",4340.924,81488.0690421166,2005-05-01,"FIELD93D"
"7063",1025.658,32079.8440187643,2018-03-01,"FIELD93D"
"7064",4402.663,90733.491137558,2005-04-01,"FIELD93D"
"7065",4522.679,81865.0512207959,2005-03-01,"FIELD93D"
"7066",903.598,36766.9617340585,2018-02-01,"FIELD93D"
"7067",4862.745,103164.416890366,2005-02-01,"FIELD93D"
"7068",785.29,38674.8375900411,2018-01-01,"FIELD93D"
"7069",5514.844,115326.247650011,2005-01-01,"FIELD93D"
"7070",781.305,39175.2245861683,2017-12-01,"FIELD93D"
"7071",5588.943,115104.724959122,2004-12-01,"FIELD93D"
"7072",5620.411,104004.492778211,2004-11-01,"FIELD93D"
"7073",819.224,34197.519391147,2017-11-01,"FIELD93D"
"7074",5848.521,123185.84327324,2004-10-01,"FIELD93D"
"7075",943.557,41209.3652611046,2017-10-01,"FIELD93D"
"7076",6038.207,121334.855962061,2004-09-01,"FIELD93D"
"7077",1101.185,36692.9131802204,2017-09-01,"FIELD93D"
"7078",5577.5,125376.377891904,2004-08-01,"FIELD93D"
"7079",5228.38,131179.405897696,2004-07-01,"FIELD93D"
"7080",862.247,28269.5008244982,2017-08-01,"FIELD93D"
"7081",5383.82,144126.632714416,2004-06-01,"FIELD93D"
"7082",794.258,28346.1545282227,2017-07-01,"FIELD93D"
"7083",5900.752,129466.123411493,2004-05-01,"FIELD93D"
"7084",7236.591,135450.237651241,2004-04-01,"FIELD93D"
"7085",875.348,25907.7908681856,2017-06-01,"FIELD93D"
"7086",7036.5,133932.766159222,2004-03-01,"FIELD93D"
"7087",1541.332,48442.7904556447,2017-05-01,"FIELD93D"
"7088",7912.601,157684.28579312,2004-02-01,"FIELD93D"
"7089",6504.878,137115.834567782,2004-01-01,"FIELD93D"
"7090",6506.087,136202.78616627,2003-12-01,"FIELD93D"
"7091",6504.83,160082.41121415,2003-11-01,"FIELD93D"
"7092",6256.213,132534.197106043,2003-10-01,"FIELD93D"
"7093",6358.622,135467.624195048,2003-09-01,"FIELD93D"
"7094",1259.067,57638.8562874762,2015-12-01,"FIELD93D"
"7095",1845.529,60192.2996120632,2015-11-01,"FIELD93D"
"7096",1809.862,94667.0409313459,2015-10-01,"FIELD93D"
"7097",1592.496,75675.1867737108,2015-09-01,"FIELD93D"
"7098",1290.006,61960.941533353,2015-08-01,"FIELD93D"
"7099",1504.791,24351.4686626427,2015-07-01,"FIELD93D"
"7100",2131.102,35279.9308521262,2015-06-01,"FIELD93D"
"7101",1912.64,34079.2682397788,2015-05-01,"FIELD93D"
"7102",731.529,18502.284196906,2015-04-01,"FIELD93D"
"7103",1909.633,52751.9632194755,2015-03-01,"FIELD93D"
"7104",1189.517,42821.2734365077,2015-02-01,"FIELD93D"
"7105",492.531,18641.9145674511,2015-01-01,"FIELD93D"
"7106",621.908,21617.7886094976,2014-12-01,"FIELD93D"
"7107",303.572,12958.9783080561,2014-11-01,"FIELD93D"
"7108",308.115,11760.9491624417,2014-10-01,"FIELD93D"
"7109",336.23,8900.3246860247,2014-09-01,"FIELD93D"
"7110",363.741,8385.15629597645,2014-08-01,"FIELD93D"
"7111",389.882,8315.27031858739,2014-07-01,"FIELD93D"
"7112",261.736,14954.3532200079,2014-06-01,"FIELD93D"
"7113",361.309,12122.0172733363,2014-05-01,"FIELD93D"
"7114",827.865,34339.3301588797,2014-04-01,"FIELD93D"
"7115",516.592,20460.2808713564,2014-03-01,"FIELD93D"
"7116",835.982,37183.6724485064,2014-02-01,"FIELD93D"
"7117",1073.555,41871.1582828063,2014-01-01,"FIELD93D"
"7118",802.69,30617.2222585943,2013-12-01,"FIELD93D"
"7119",690.49,32348.599209769,2013-11-01,"FIELD93D"
"7120",764.177,35836.1869865795,2013-10-01,"FIELD93D"
